えんめいじ,,,1,名詞,一般,*,*,*,*,*,*,*
なんこうぼう,,,1,名詞,一般,*,*,*,*,*,*,*
たいさんじ,,,1,名詞,一般,*,*,*,*,*,*,*
えいふくじ,,,1,名詞,一般,*,*,*,*,*,*,*
せんゆうじ,,,1,名詞,一般,*,*,*,*,*,*,*
よこみねじ,,,1,名詞,一般,*,*,*,*,*,*,*
こうおんじ,,,1,名詞,一般,*,*,*,*,*,*,*
ほうじゅじ,,,1,名詞,一般,*,*,*,*,*,*,*
きちじょうじ,,,1,名詞,一般,*,*,*,*,*,*,*
まえがみじ,,,1,名詞,一般,*,*,*,*,*,*,*
さんかくじ,,,1,名詞,一般,*,*,*,*,*,*,*
うんぺんじ,,,1,名詞,一般,*,*,*,*,*,*,*
だいこうじ,,,1,名詞,一般,*,*,*,*,*,*,*
じんねいん,,,1,名詞,一般,*,*,*,*,*,*,*
かんのんじ,,,1,名詞,一般,*,*,*,*,*,*,*
もとやまじ,,,1,名詞,一般,*,*,*,*,*,*,*
いやだにじ,,,1,名詞,一般,*,*,*,*,*,*,*
まんだらじ,,,1,名詞,一般,*,*,*,*,*,*,*
しゅっしゃかじ,,,1,名詞,一般,*,*,*,*,*,*,*
こうやまじ,,,1,名詞,一般,*,*,*,*,*,*,*
ぜんつうじ,,,1,名詞,一般,*,*,*,*,*,*,*
こんぞうじ,,,1,名詞,一般,*,*,*,*,*,*,*
どうりゅうじ,,,1,名詞,一般,*,*,*,*,*,*,*
ごうしょうじ,,,1,名詞,一般,*,*,*,*,*,*,*
てんのうじ,,,1,名詞,一般,*,*,*,*,*,*,*
しろみねじ,,,1,名詞,一般,*,*,*,*,*,*,*
ねごろじ,,,1,名詞,一般,*,*,*,*,*,*,*
いちのみやじ,,,1,名詞,一般,*,*,*,*,*,*,*
やしまじ,,,1,名詞,一般,*,*,*,*,*,*,*
やくりじ,,,1,名詞,一般,*,*,*,*,*,*,*
しどじ,,,1,名詞,一般,*,*,*,*,*,*,*
ながおじ,,,1,名詞,一般,*,*,*,*,*,*,*
おおくぼじ,,,1,名詞,一般,*,*,*,*,*,*,*
宗派,,,1,名詞,一般,*,*,*,*,*,*,*
高野山真言宗,,,1,名詞,一般,*,*,*,*,*,*,*
東寺真言宗,,,1,名詞,一般,*,*,*,*,*,*,*
真言宗御室派,,,1,名詞,一般,*,*,*,*,*,*,*
臨済宗妙心寺派,,,1,名詞,一般,*,*,*,*,*,*,*
真言宗大覚寺派,,,1,名詞,一般,*,*,*,*,*,*,*
曹洞宗,,,1,名詞,一般,*,*,*,*,*,*,*
真言宗善通寺派,,,1,名詞,一般,*,*,*,*,*,*,*
真言宗豊山派,,,1,名詞,一般,*,*,*,*,*,*,*
真言宗智山派,,,1,名詞,一般,*,*,*,*,*,*,*
天台寺門宗,,,1,名詞,一般,*,*,*,*,*,*,*
真言宗醍醐派,,,1,名詞,一般,*,*,*,*,*,*,*
真言律宗,,,1,名詞,一般,*,*,*,*,*,*,*
真言宗東寺派,,,1,名詞,一般,*,*,*,*,*,*,*
真言宗石鉄派,,,1,名詞,一般,*,*,*,*,*,*,*
時宗,,,1,名詞,一般,*,*,*,*,*,*,*
天台宗単立,,,1,名詞,一般,*,*,*,*,*,*,*
天台宗,,,1,名詞,一般,*,*,*,*,*,*,*
真言宗単立,,,1,名詞,一般,*,*,*,*,*,*,*
本尊,,,1,名詞,一般,*,*,*,*,*,*,*
釈迦如来,,,1,名詞,一般,*,*,*,*,*,*,*
阿弥陀如来,,,1,名詞,一般,*,*,*,*,*,*,*
大日如来,,,1,名詞,一般,*,*,*,*,*,*,*
勝軍地蔵菩薩,,,1,名詞,一般,*,*,*,*,*,*,*
薬師如来,,,1,名詞,一般,*,*,*,*,*,*,*
千手観世音菩薩,,,1,名詞,一般,*,*,*,*,*,*,*
