アルカリ金属,含む,K
アルカリ金属,含む,Li
アルカリ金属,含む,Na
K,炎色反応,赤紫色
K,名称,カリウム
K,用途例,植物の成長
K,is-a,アルカリ金属
Li,炎色反応,赤色
Li,名称,リチウム
Li,用途例,電池素材
Li,is-a,アルカリ金属
Na,炎色反応,黄色
Na,名称,ナトリウム
Na,用途例,道路ランプ
Na,酸化反応,金属光沢を失う
Na,is-a,アルカリ金属
